row_id,stem摘要,提议case_group_id,提议subquestion_index,归属证据,置信度,case_group_fingerprint,row_granularity,gen,group_size,group_distinct_indexes,index_duplicated,index_answer_conflict,group_contiguous,exam_year,original_id,source_chunk_id,has_answer
9180,2. 安全生产费用还应包括哪些内容？需要在施工组织设计中制定安全技术措施的高处作业项还有哪些？,2018-case6,2,bg_fp=f7d08a888bf26a01(bg479字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=问题2|case_hash8=866ab318,high,f7d08a888bf26a01,single_subquestion,g2_exam_chunk,4,2,True,False,True,2018,EXAM_1A436000_P0023_03_CASE_866ab318,EXAM_1A436000_P0023_03,True
17138,2. 安全生产费用还应包括哪些内容？需要在施工组织设计中制定安全技术措施的高处作业项还有哪些？,2018-case6,2,bg_fp=f7d08a888bf26a01(bg479字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,f7d08a888bf26a01,single_subquestion,g3_exam_year,4,2,True,False,True,2018,EXAM_2018_1A436000_2d504340,,True
9199,1. 计算每立方米P6C3混凝土设计配合比的水泥、中砂、碎石、水的用量？计算每立方P6C35混凝土施工配合比的水泥，中砂、碎石、水、粉煤灰的用量是多少？（单位：kg，小数点后保留2位）,2019-case1,1,bg_fp=39c25d221ac08c61(bg302字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=第1题|case_hash8=51ab32aa,medium,39c25d221ac08c61,single_subquestion,g2_exam_chunk,10,4,True,True,True,2019,EXAM_1A435000_P0011_01_CASE_51ab32aa,EXAM_1A435000_P0011_01,True
9200,1. 指出基坑支护专项方案论证的不妥之处，应参加专家论证会的单位还有哪些？,2019-case1,1,bg_fp=39c25d221ac08c61(bg302字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=第2题|case_hash8=51ab32aa,medium,39c25d221ac08c61,single_subquestion,g2_exam_chunk,10,4,True,True,True,2019,EXAM_1A433000_P0012_02_CASE_51ab32aa,EXAM_1A433000_P0012_02,True
17164,1. 计算每立方米P6C3混凝土设计配合比的水泥、中砂、碎石、水的用量？计算每立方P6C35混凝土施工配合比的水泥，中砂、碎石、水、粉煤灰的用量是多少？（单位：kg，小数点后保留2位）,2019-case1,1,bg_fp=39c25d221ac08c61(bg302字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,39c25d221ac08c61,single_subquestion,g3_exam_year,10,4,True,True,True,2019,EXAM_2019_1A435000_81923431,,True
17167,1. 指出基坑支护专项方案论证的不妥之处，应参加专家论证会的单位还有哪些？,2019-case1,1,bg_fp=39c25d221ac08c61(bg302字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,39c25d221ac08c61,single_subquestion,g3_exam_year,10,4,True,True,True,2019,EXAM_2019_1A433000_55ad34ac,,True
8808,2. 指出网络图中各施工工作的流水节拍，如采用成倍节拍流水施工，计算各施工工作专业队数量。,2019-case1,2,bg_fp=39c25d221ac08c61(bg302字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,39c25d221ac08c61,single_subquestion,g1_auto,10,4,True,False,True,2019,AUTO_5a23dcb3f37689af,,True
17168,2. 指出网络图中各施工工作的流水节拍，如采用成倍节拍流水施工，计算各施工工作专业队数量。,2019-case1,2,bg_fp=39c25d221ac08c61(bg302字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,39c25d221ac08c61,single_subquestion,g3_exam_year,10,4,True,False,True,2019,EXAM_2019_1A433000_7cf9b1e9,,True
8809,3. 进度计划监测检查方法还有哪些？写出第33天的实际进度检查结果。,2019-case1,3,bg_fp=39c25d221ac08c61(bg302字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,39c25d221ac08c61,single_subquestion,g1_auto,10,4,True,False,True,2019,AUTO_85d4e628903475fa,,True
17169,3. 进度计划监测检查方法还有哪些？写出第33天的实际进度检查结果。,2019-case1,3,bg_fp=39c25d221ac08c61(bg302字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,39c25d221ac08c61,single_subquestion,g3_exam_year,10,4,True,False,True,2019,EXAM_2019_1A433000_86114929,,True
8810,4. 门窗子分部工程中还包括哪些分项工程？门窗工程有关安全和功能检测的项目还有哪些？,2019-case1,4,bg_fp=39c25d221ac08c61(bg302字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,39c25d221ac08c61,single_subquestion,g1_auto,10,4,True,False,True,2019,AUTO_1057b62efd40a382,,True
17170,4. 门窗子分部工程中还包括哪些分项工程？门窗工程有关安全和功能检测的项目还有哪些？,2019-case1,4,bg_fp=39c25d221ac08c61(bg302字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,39c25d221ac08c61,single_subquestion,g3_exam_year,10,4,True,False,True,2019,EXAM_2019_1A433000_24ce35fd,,True
9216,【背景资料】 某工程钢筋混凝土基础底板，长度120m，宽度10m，厚度2.0m。混凝土设计强度等级P6C35，设计无后浇带。施工单位选用商品混凝土浇筑，P6C35混凝土设计配合比为1:1.7:2.8:0.46（水泥:中砂:碎石:水），水泥用量400kg/m³。粉煤灰掺量20%（等,2019-case2,1,bg_fp=92dd12a483f980cf(bg275字)|idx_src=stem_tail_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=案例一(一)背景资料|case_hash8=dcb8383b,medium,92dd12a483f980cf,single_subquestion,g2_exam_chunk,8,4,True,False,True,2019,EXAM_1A413030_P0012_04_CASE_dcb8383b,EXAM_1A413030_P0012_04,True
17171,【背景资料】 某工程钢筋混凝土基础底板，长度120m，宽度10m，厚度2.0m。混凝土设计强度等级P6C35，设计无后浇带。施工单位选用商品混凝土浇筑，P6C35混凝土设计配合比为1:1.7:2.8:0.46（水泥:中砂:碎石:水），水泥用量400kg/m³。粉煤灰掺量20%（等,2019-case2,1,bg_fp=92dd12a483f980cf(bg275字)|idx_src=stem_tail_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,92dd12a483f980cf,single_subquestion,g3_exam_year,8,4,True,False,True,2019,EXAM_2019_1A413030_43a37d1f,,True
8812,【背景资料】 某工程钢筋混凝土基础底板，长度120m，宽度10m，厚度2.0m。混凝土设计强度等级P6C35，设计无后浇带。施工单位选用商品混凝土浇筑，P6C35混凝土设计配合比为1:1.7:2.8:0.46（水泥:中砂:碎石:水），水泥用量400kg/m³。粉煤灰掺量20%（等,2019-case2,2,bg_fp=92dd12a483f980cf(bg225字)|idx_src=stem_tail_ordinal|gen=g1_auto|case_no_src=page_order,medium,92dd12a483f980cf,single_subquestion,g1_auto,8,4,True,False,True,2019,AUTO_46ff09f718c42e11,,True
17172,【背景资料】 某工程钢筋混凝土基础底板，长度120m，宽度10m，厚度2.0m。混凝土设计强度等级P6C35，设计无后浇带。施工单位选用商品混凝土浇筑，P6C35混凝土设计配合比为1:1.7:2.8:0.46（水泥:中砂:碎石:水），水泥用量400kg/m³。粉煤灰掺量20%（等,2019-case2,2,bg_fp=92dd12a483f980cf(bg225字)|idx_src=stem_tail_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,92dd12a483f980cf,single_subquestion,g3_exam_year,8,4,True,False,True,2019,EXAM_2019_1A413030_a8dde0f3,,True
8813,【背景资料】 某工程钢筋混凝土基础底板，长度120m，宽度10m，厚度2.0m。混凝土设计强度等级P6C35，设计无后浇带。施工单位选用商品混凝土浇筑，P6C35混凝土设计配合比为1:1.7:2.8:0.46（水泥:中砂:碎石:水），水泥用量400kg/m³。粉煤灰掺量20%（等,2019-case2,3,bg_fp=92dd12a483f980cf(bg233字)|idx_src=stem_tail_ordinal|gen=g1_auto|case_no_src=page_order,medium,92dd12a483f980cf,single_subquestion,g1_auto,8,4,True,False,True,2019,AUTO_3bd03e6efa4247f8,,True
17173,【背景资料】 某工程钢筋混凝土基础底板，长度120m，宽度10m，厚度2.0m。混凝土设计强度等级P6C35，设计无后浇带。施工单位选用商品混凝土浇筑，P6C35混凝土设计配合比为1:1.7:2.8:0.46（水泥:中砂:碎石:水），水泥用量400kg/m³。粉煤灰掺量20%（等,2019-case2,3,bg_fp=92dd12a483f980cf(bg233字)|idx_src=stem_tail_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,92dd12a483f980cf,single_subquestion,g3_exam_year,8,4,True,False,True,2019,EXAM_2019_1A413030_1e6fded8,,True
8814,【背景资料】 某工程钢筋混凝土基础底板，长度120m，宽度10m，厚度2.0m。混凝土设计强度等级P6C35，设计无后浇带。施工单位选用商品混凝土浇筑，P6C35混凝土设计配合比为1:1.7:2.8:0.46（水泥:中砂:碎石:水），水泥用量400kg/m³。粉煤灰掺量20%（等,2019-case2,4,bg_fp=92dd12a483f980cf(bg224字)|idx_src=stem_tail_ordinal|gen=g1_auto|case_no_src=page_order,medium,92dd12a483f980cf,single_subquestion,g1_auto,8,4,True,False,True,2019,AUTO_73f9a9e0b7e37fa3,,True
17174,【背景资料】 某工程钢筋混凝土基础底板，长度120m，宽度10m，厚度2.0m。混凝土设计强度等级P6C35，设计无后浇带。施工单位选用商品混凝土浇筑，P6C35混凝土设计配合比为1:1.7:2.8:0.46（水泥:中砂:碎石:水），水泥用量400kg/m³。粉煤灰掺量20%（等,2019-case2,4,bg_fp=92dd12a483f980cf(bg224字)|idx_src=stem_tail_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,92dd12a483f980cf,single_subquestion,g3_exam_year,8,4,True,False,True,2019,EXAM_2019_1A413030_790297a1,,True
9236,1. 冬期施工混凝土养护方法还有哪些？对底板混凝土养护中温差控制、温降梯度、养护时间应提出的控制指标是什么？,2019-case5,1,bg_fp=bed30fb7196b1313(bg478字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=第1题|case_hash8=8677f6d8,high,bed30fb7196b1313,single_subquestion,g2_exam_chunk,13,5,True,False,True,2019,EXAM_1A434000_P0019_01_CASE_8677f6d8,EXAM_1A434000_P0019_01,True
17179,1. 冬期施工混凝土养护方法还有哪些？对底板混凝土养护中温差控制、温降梯度、养护时间应提出的控制指标是什么？,2019-case5,1,bg_fp=bed30fb7196b1313(bg478字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,bed30fb7196b1313,single_subquestion,g3_exam_year,13,5,True,False,True,2019,EXAM_2019_1A434000_f8d9f717,,True
8820,2. 项目风险管理程序还有哪些？应对负面风险的措施还有哪些？,2019-case5,2,bg_fp=bed30fb7196b1313(bg478字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,medium,bed30fb7196b1313,single_subquestion,g1_auto,13,5,True,True,True,2019,AUTO_e8bfca43ab3a14c6,,True
9261,2. 项目风险管理程序还有哪些？应对负面风险的措施还有哪些？,2019-case5,2,bg_fp=bed30fb7196b1313(bg478字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=第2页|case_hash8=8677f6d8,medium,bed30fb7196b1313,single_subquestion,g2_exam_chunk,13,5,True,True,True,2019,EXAM_1A434000_P0020_02_CASE_8677f6d8,EXAM_1A434000_P0020_02,True
17180,2. 项目风险管理程序还有哪些？应对负面风险的措施还有哪些？,2019-case5,2,bg_fp=bed30fb7196b1313(bg478字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,bed30fb7196b1313,single_subquestion,g3_exam_year,13,5,True,True,True,2019,EXAM_2019_1A434000_757aeb27,,True
8821,3. 指出施工员安全作业交底中的不妥之处，并写出正确做法。,2019-case5,3,bg_fp=bed30fb7196b1313(bg478字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,bed30fb7196b1313,single_subquestion,g1_auto,13,5,True,False,True,2019,AUTO_5f281a1081d911a3,,True
17181,3. 指出施工员安全作业交底中的不妥之处，并写出正确做法。,2019-case5,3,bg_fp=bed30fb7196b1313(bg478字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,bed30fb7196b1313,single_subquestion,g3_exam_year,13,5,True,False,True,2019,EXAM_2019_1A434000_ccc341c9,,True
8822,4. 墙体节能工程隐蔽工程验收的部位或内容还有哪些？,2019-case5,4,bg_fp=bed30fb7196b1313(bg478字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,bed30fb7196b1313,single_subquestion,g1_auto,13,5,True,False,True,2019,AUTO_12f7f54f7ac4803b,,True
17182,4. 墙体节能工程隐蔽工程验收的部位或内容还有哪些？,2019-case5,4,bg_fp=bed30fb7196b1313(bg478字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,bed30fb7196b1313,single_subquestion,g3_exam_year,13,5,True,False,True,2019,EXAM_2019_1A434000_7b60f101,,True
8823,5. 绿色建筑运行评价指标体系中的指标共有几类？不参与设计评价的指标有哪些？绿色建筑评价各等级的评价总得分标准是多少？,2019-case5,5,bg_fp=bed30fb7196b1313(bg478字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,bed30fb7196b1313,single_subquestion,g1_auto,13,5,True,False,True,2019,AUTO_184b6b691a1a1cb3,,True
17183,5. 绿色建筑运行评价指标体系中的指标共有几类？不参与设计评价的指标有哪些？绿色建筑评价各等级的评价总得分标准是多少？,2019-case5,5,bg_fp=bed30fb7196b1313(bg478字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,bed30fb7196b1313,single_subquestion,g3_exam_year,13,5,True,False,True,2019,EXAM_2019_1A434000_f4bb9ab5,,True
9280,1. 《项目疫情防控措施》规定的“四区”中除施工区外还有哪些？施工现场主要防疫物资有哪些？需要消毒的重点场所还有哪些？,2020-case1,1,bg_fp=88d40886c16fdbf2(bg566字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=案例一问题|case_hash8=d550a9fd,medium,88d40886c16fdbf2,single_subquestion,g2_exam_chunk,16,4,True,True,True,2020,EXAM_1A434020_P0009_01_CASE_d550a9fd,EXAM_1A434020_P0009_01,True
9297,1. 《项目疫情防控措施》规定的“四区”中除施工区外还有哪些？施工现场主要防疫物资有哪些？需要消毒的重点场所还有哪些？,2020-case1,1,bg_fp=88d40886c16fdbf2(bg386字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=案例一问题1|case_hash8=d550a9fd,medium,88d40886c16fdbf2,single_subquestion,g2_exam_chunk,16,4,True,True,True,2020,EXAM_1A433000_P0011_05_CASE_d550a9fd,EXAM_1A433000_P0011_05,True
17206,1. 《项目疫情防控措施》规定的“四区”中除施工区外还有哪些？施工现场主要防疫物资有哪些？需要消毒的重点场所还有哪些？,2020-case1,1,bg_fp=88d40886c16fdbf2(bg566字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,88d40886c16fdbf2,single_subquestion,g3_exam_year,16,4,True,True,True,2020,EXAM_2020_1A434020_261152a7,,True
17214,1. 《项目疫情防控措施》规定的“四区”中除施工区外还有哪些？施工现场主要防疫物资有哪些？需要消毒的重点场所还有哪些？,2020-case1,1,bg_fp=88d40886c16fdbf2(bg386字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,88d40886c16fdbf2,single_subquestion,g3_exam_year,16,4,True,True,True,2020,EXAM_2020_1A433000_5699be12,,True
8850,2. 作为混凝土浇筑模板的材料种类都有哪些？（如：木材）,2020-case1,2,bg_fp=88d40886c16fdbf2(bg566字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,medium,88d40886c16fdbf2,single_subquestion,g1_auto,16,4,True,True,True,2020,AUTO_4b742e3b30e1b496,,True
9298,2. 作为混凝土浇筑模板的材料种类都有哪些？（如：木材）,2020-case1,2,bg_fp=88d40886c16fdbf2(bg386字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=案例一问题2|case_hash8=d550a9fd,medium,88d40886c16fdbf2,single_subquestion,g2_exam_chunk,16,4,True,True,True,2020,EXAM_1A433000_P0012_06_CASE_d550a9fd,EXAM_1A433000_P0012_06,True
17207,2. 作为混凝土浇筑模板的材料种类都有哪些？（如：木材）,2020-case1,2,bg_fp=88d40886c16fdbf2(bg566字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,88d40886c16fdbf2,single_subquestion,g3_exam_year,16,4,True,True,True,2020,EXAM_2020_1A434020_92764127,,True
17215,2. 作为混凝土浇筑模板的材料种类都有哪些？（如：木材）,2020-case1,2,bg_fp=88d40886c16fdbf2(bg386字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,88d40886c16fdbf2,single_subquestion,g3_exam_year,16,4,True,True,True,2020,EXAM_2020_1A433000_3359852c,,True
8851,3. 写出表1中其他模板与支架承载力计算内容项目的参与荷载项。（如：支架水平杆及节点承载力：G1、G2、G3、Q1）,2020-case1,3,bg_fp=88d40886c16fdbf2(bg566字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,medium,88d40886c16fdbf2,single_subquestion,g1_auto,16,4,True,True,True,2020,AUTO_1258e0622f922182,,True
9300,3. 写出表1中其他模板与支架承载力计算内容项目的参与荷载项。（如：支架水平杆及节点承载力：G1、G2、G3、Q1）,2020-case1,3,bg_fp=88d40886c16fdbf2(bg386字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=案例一问题3|case_hash8=d550a9fd,medium,88d40886c16fdbf2,single_subquestion,g2_exam_chunk,16,4,True,True,True,2020,EXAM_1A433000_P0013_07_CASE_d550a9fd,EXAM_1A433000_P0013_07,True
17208,3. 写出表1中其他模板与支架承载力计算内容项目的参与荷载项。（如：支架水平杆及节点承载力：G1、G2、G3、Q1）,2020-case1,3,bg_fp=88d40886c16fdbf2(bg566字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,88d40886c16fdbf2,single_subquestion,g3_exam_year,16,4,True,True,True,2020,EXAM_2020_1A434020_3aa1a633,,True
17217,3. 写出表1中其他模板与支架承载力计算内容项目的参与荷载项。（如：支架水平杆及节点承载力：G1、G2、G3、Q1）,2020-case1,3,bg_fp=88d40886c16fdbf2(bg386字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,88d40886c16fdbf2,single_subquestion,g3_exam_year,16,4,True,True,True,2020,EXAM_2020_1A433000_e8093f9b,,True
8852,4. 指出图1中模板支撑架剖面图中的错误之处。,2020-case1,4,bg_fp=88d40886c16fdbf2(bg566字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,medium,88d40886c16fdbf2,single_subquestion,g1_auto,16,4,True,True,True,2020,AUTO_ed11cb8eca67d348,,True
9303,【背景资料】某工程项目部根据当地政府要求进行新冠疫情后复工，按照住建部《房屋市政工程复工复产指南》（建办质〔2020〕8号）规定，制定了《项目疫情防控措施》，其中规定有：（1）施工现场采取封闭式管理，严格施工区等“四区”分区，并设置隔离区和符合标准的隔离室；（2）根据工程规模和务,2020-case1,4,bg_fp=88d40886c16fdbf2(bg376字)|idx_src=anchor|gen=g2_exam_chunk|case_no_src=page_order|anchor=案例一问题4|case_hash8=d550a9fd,low,88d40886c16fdbf2,single_subquestion,g2_exam_chunk,16,4,True,True,True,2020,EXAM_1A433000_P0014_08_CASE_d550a9fd,EXAM_1A433000_P0014_08,True
17209,4. 指出图1中模板支撑架剖面图中的错误之处。,2020-case1,4,bg_fp=88d40886c16fdbf2(bg566字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,88d40886c16fdbf2,single_subquestion,g3_exam_year,16,4,True,True,True,2020,EXAM_2020_1A434020_cb3798dc,,True
9299,1. 指出背景资料中施工进度计划编制中的不妥之处，施工进度总计划编制说明还包含哪些内容？,2020-case2,1,bg_fp=bfda5ff4d23c3019(bg511字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=案例二问题1|case_hash8=83e61864,medium,bfda5ff4d23c3019,single_subquestion,g2_exam_chunk,12,4,True,True,True,2020,EXAM_1A433000_P0013_01_CASE_83e61864,EXAM_1A433000_P0013_01,True
9301,1. 指出背景资料中施工进度计划编制中的不妥之处，施工进度总计划编制说明还包含哪些内容？,2020-case2,1,bg_fp=bfda5ff4d23c3019(bg351字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=问题1|case_hash8=fd68a7e7,medium,bfda5ff4d23c3019,single_subquestion,g2_exam_chunk,12,4,True,True,True,2020,EXAM_1A433000_P0014_04_CASE_fd68a7e7,EXAM_1A433000_P0014_04,True
17216,1. 指出背景资料中施工进度计划编制中的不妥之处，施工进度总计划编制说明还包含哪些内容？,2020-case2,1,bg_fp=bfda5ff4d23c3019(bg511字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,bfda5ff4d23c3019,single_subquestion,g3_exam_year,12,4,True,True,True,2020,EXAM_2020_1A433000_f7bf5d02,,True
17218,1. 指出背景资料中施工进度计划编制中的不妥之处，施工进度总计划编制说明还包含哪些内容？,2020-case2,1,bg_fp=bfda5ff4d23c3019(bg351字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,bfda5ff4d23c3019,single_subquestion,g3_exam_year,12,4,True,True,True,2020,EXAM_2020_1A433000_a526a22b,,True
9302,2. 列出图2调整后有变化的逻辑关系（以工作节点表示如：①→②或②→③）。计算调整后的总工期，列出关键线路（以工作名称表示如：A→D）。,2020-case2,2,bg_fp=bfda5ff4d23c3019(bg511字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=案例二问题2|case_hash8=83e61864,medium,bfda5ff4d23c3019,single_subquestion,g2_exam_chunk,12,4,True,True,True,2020,EXAM_1A433000_P0014_02_CASE_83e61864,EXAM_1A433000_P0014_02,True
9305,2. 列出图2调整后有变化的逻辑关系（以工作节点表示如：①→②或②→③）。计算调整后的总工期，列出关键线路（以工作名称表示如：A→D）。,2020-case2,2,bg_fp=bfda5ff4d23c3019(bg351字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=问题2|case_hash8=fd68a7e7,medium,bfda5ff4d23c3019,single_subquestion,g2_exam_chunk,12,4,True,True,True,2020,EXAM_1A433000_P0015_05_CASE_fd68a7e7,EXAM_1A433000_P0015_05,True
17219,2. 列出图2调整后有变化的逻辑关系（以工作节点表示如：①→②或②→③）。计算调整后的总工期，列出关键线路（以工作名称表示如：A→D）。,2020-case2,2,bg_fp=bfda5ff4d23c3019(bg511字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,bfda5ff4d23c3019,single_subquestion,g3_exam_year,12,4,True,True,True,2020,EXAM_2020_1A433000_e3fb541b,,True
17222,2. 列出图2调整后有变化的逻辑关系（以工作节点表示如：①→②或②→③）。计算调整后的总工期，列出关键线路（以工作名称表示如：A→D）。,2020-case2,2,bg_fp=bfda5ff4d23c3019(bg351字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,bfda5ff4d23c3019,single_subquestion,g3_exam_year,12,4,True,True,True,2020,EXAM_2020_1A433000_a07bea7b,,True
9306,3. 按照施工进度事后控制要求，社区活动中心应采取的措施有哪些？,2020-case2,3,bg_fp=bfda5ff4d23c3019(bg511字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=案例二问题3|case_hash8=83e61864,high,bfda5ff4d23c3019,single_subquestion,g2_exam_chunk,12,4,True,False,True,2020,EXAM_1A433000_P0015_03_CASE_83e61864,EXAM_1A433000_P0015_03,True
17223,3. 按照施工进度事后控制要求，社区活动中心应采取的措施有哪些？,2020-case2,3,bg_fp=bfda5ff4d23c3019(bg511字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,bfda5ff4d23c3019,single_subquestion,g3_exam_year,12,4,True,False,True,2020,EXAM_2020_1A433000_f542b20b,,True
9308,4. 主体结构混凝土子分部包含哪些分项工程？结构实体检验还应包含哪些检测项目？,2020-case2,4,bg_fp=bfda5ff4d23c3019(bg511字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=案例二问题4|case_hash8=83e61864,high,bfda5ff4d23c3019,single_subquestion,g2_exam_chunk,12,4,True,False,True,2020,EXAM_1A433000_P0016_04_CASE_83e61864,EXAM_1A433000_P0016_04,True
17225,4. 主体结构混凝土子分部包含哪些分项工程？结构实体检验还应包含哪些检测项目？,2020-case2,4,bg_fp=bfda5ff4d23c3019(bg511字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,bfda5ff4d23c3019,single_subquestion,g3_exam_year,12,4,True,False,True,2020,EXAM_2020_1A433000_4bd0e9ea,,True
9325,1. 招投标过程中的不妥之处？,2020-case3,1,bg_fp=d281598483fc8510(bg289字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=案例三问题1|case_hash8=59e8ef8d,high,d281598483fc8510,single_subquestion,g2_exam_chunk,4,1,True,False,True,2020,EXAM_1A432000_P0017_05_CASE_59e8ef8d,EXAM_1A432000_P0017_05,True
17230,1. 招投标过程中的不妥之处？,2020-case3,1,bg_fp=d281598483fc8510(bg289字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,d281598483fc8510,single_subquestion,g3_exam_year,4,1,True,False,True,2020,EXAM_2020_1A432000_22082c63,,True
9309,1. 写出表5-1中A-F所对应内容（如A: *万m²），施工安全评定结论分几个等级，评价依据有哪些？,2020-case5,1,bg_fp=889bc5cfd7ffb0e2(bg655字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=案例五|case_hash8=e005f7a8,medium,889bc5cfd7ffb0e2,single_subquestion,g2_exam_chunk,18,4,True,True,True,2020,EXAM_1A434000_P0017_01_CASE_e005f7a8,EXAM_1A434000_P0017_01,True
9326,1. 写出表5-1中A-F所对应内容（如A: *万㎡），施工安全评定结论分几个等级，评价依据有哪些？,2020-case5,1,bg_fp=889bc5cfd7ffb0e2(bg533字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=第1题|case_hash8=8e5530bf,medium,889bc5cfd7ffb0e2,single_subquestion,g2_exam_chunk,18,4,True,True,True,2020,EXAM_1A436000_P0019_01_CASE_8e5530bf,EXAM_1A436000_P0019_01,True
17226,1. 写出表5-1中A-F所对应内容（如A: *万m²），施工安全评定结论分几个等级，评价依据有哪些？,2020-case5,1,bg_fp=889bc5cfd7ffb0e2(bg655字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,889bc5cfd7ffb0e2,single_subquestion,g3_exam_year,18,4,True,True,True,2020,EXAM_2020_1A434000_55f116aa,,True
17231,1. 写出表5-1中A-F所对应内容（如A: *万㎡），施工安全评定结论分几个等级，评价依据有哪些？,2020-case5,1,bg_fp=889bc5cfd7ffb0e2(bg533字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,889bc5cfd7ffb0e2,single_subquestion,g3_exam_year,18,4,True,True,True,2020,EXAM_2020_1A436000_55d28e89,,True
8867,2. 建筑工程施工安全检查还有哪些形式？,2020-case5,2,bg_fp=889bc5cfd7ffb0e2(bg655字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,medium,889bc5cfd7ffb0e2,single_subquestion,g1_auto,18,4,True,True,True,2020,AUTO_33abdecf85df9c9b,,True
8872,2. 建筑工程施工安全检查还有哪些形式？,2020-case5,2,bg_fp=889bc5cfd7ffb0e2(bg533字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,medium,889bc5cfd7ffb0e2,single_subquestion,g1_auto,18,4,True,True,True,2020,AUTO_2f46642c0e531739,,True
