row_id,stem摘要,原因分类,row_granularity,source_type,exam_year,original_id,bg_len,所属组(若已定),整题行span,has_answer
7903,关于真空井点的构造要求，下列说法正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_fa094a8cb5e41bd2_ASSESS,19,,,True
7904,下列关于混凝土结构施工的说法中，哪一项是正确的？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_9a894ba1331ced82_ASSESS,22,,,True
7905,设计工作年限为50年及以上的砌体结构工程，其施工质量控制等级应为？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_f4111647772a7a15_ASSESS,31,,,True
7906,填充墙中，内墙蒸压加气混凝土砌块的最低强度等级是多少？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_25bf17b8f5107971_ASSESS,25,,,True
7907,某多层砌体结构房屋中，承重墙梁是否可以采用无筋砌体构件支承？为什么？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_4bcf60d85687d8f8_ASSESS,31,,,True
7908,根据《钢结构通用规范》，下列关于钢结构基本规定的说法中，哪一项是正确的？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_cc60c5b62c67cf11_ASSESS,31,,,True
7909,下列关于钢结构焊缝质量等级的说法，正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_bd0591a9a88693ab_ASSESS,20,,,True
7910,下列关于预制构件进场结构性能检验的说法，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_0c85e4e96e0e74eb_ASSESS,23,,,True
7911,关于预制构件灌浆连接的质量控制，下列说法正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_20f6d4eecc82c836_ASSESS,23,,,True
7912,下列哪项不属于外围护系统验收前必须完成的试验？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_27741c22b828124f_ASSESS,22,,,True
7913,根据《屋面工程质量验收规范》GB 50207—2012，关于屋面防水工程完工后的检查要求，下列说法正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_d19c1d3a77996fa1_ASSESS,45,,,True
7914,关于屋面卷材防水层的施工要求，下列说法错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_d12faf1fa2819494_ASSESS,22,,,True
7915,关于屋面细部构造中水落口的施工要求，下列说法正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_480e101fe80e4289_ASSESS,25,,,True
7916,根据 GB 50210—2018，下列哪项不属于装饰装修工程的基本规定？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_5103519681137c5f_ASSESS,29,,,True
7917,关于抹灰工程的加强措施，下列说法正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_350925fd56315b03_ASSESS,19,,,True
7918,根据《建筑设计防火规范》，下列哪项不属于装饰材料的燃烧性能等级？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_04f58d77fbbc37df_ASSESS,28,,,True
7919,某住宅建筑高度为 80m，采用 B₁ 级保温材料，其外保温系统应满足哪些防火要求？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_03553968718f43cf_ASSESS,32,,,True
7920,根据《建筑内部装修防火施工及验收规范》GB 50354—2005，以下哪项属于必须进行见证取样检验的材料？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_695880bc8a860f32_ASSESS,45,,,True
7921,根据《建筑节能与可再生能源利用通用规范》GB 55015—2021，下列关于新建居住建筑平均节能率的说法正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_d00eb97fd93b3042_ASSESS,49,,,True
7922,下列哪项不属于夏热冬冷地区门窗节能工程复验的内容？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_71bde60ddb2f1a86_ASSESS,24,,,True
7923,下列哪项不属于墙体节能工程中保温隔热材料的进场复验内容？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_ed2bd8615c5b9887_ASSESS,27,,,True
7924,关于屋面节能工程隐蔽验收内容，以下哪项不属于必须验收的部位？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_f96dd376b4fd668f_ASSESS,28,,,True
7925,绿色建筑评价总得分的计算公式是什么？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_7a51f2effa872929_ASSESS,17,,,True
7926,下列哪一项不属于绿色建筑‘资源节约’指标的控制项？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_cfd60565b8211a10_ASSESS,22,,,True
7927,根据《绿色建造技术导则（试行）》，以下哪项不属于绿色设计的要求？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_d943f9f1266564dd_ASSESS,26,,,True
7928,下列关于绿色施工的说法中，哪一项不符合《绿色施工导则》的要求？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_51c7132418af97da_ASSESS,27,,,True
7929,关于建筑碳排放计算，下列说法正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_da7f388bf8713190_ASSESS,17,,,True
7930,在建材生产及运输阶段碳排放计算中，若某类建筑材料的重量占比小于多少时，可不予计算？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_9caadddef08e366e_ASSESS,38,,,True
7931,地下室顶板施工活荷载标准值不应小于多少？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_edd5b6e261a076b1_ASSESS,19,,,True
7932,关于混凝土结构构件的最小截面尺寸，下列说法正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_6567a4d9fce529ac_ASSESS,24,,,True
7933,下列关于混凝土构件裂缝控制的说法中，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_04393290035953fd_ASSESS,21,,,True
7934,关于钢筋锚固长度的规定，下列说法正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_6f081ddb91302d0c_ASSESS,19,,,True
7935,关于混凝土保护层厚度的规定，下列说法错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_c88b98f4e76fbcdb_ASSESS,21,,,True
7936,关于砌体结构设计的基本要求，下列说法正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_bd5fe62f4dfcf537_ASSESS,21,,,True
7937,关于填充墙构造要求，下列说法错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_6c67e752edc3b9a4_ASSESS,17,,,True
7938,关于砌体结构中圈梁的构造要求，下列说法错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_604c985cd8e73b11_ASSESS,22,,,True
7939,下列关于钢结构连接的说法中，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_9601bf2bbb306959_ASSESS,17,,,True
7940,关于装配式混凝土结构中预制剪力墙的接缝设计，下列说法正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_11e9b83179fff11a_ASSESS,29,,,True
7941,下列关于碳素结构钢牌号Q235-AF的描述，正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_f7d87379b31cf3da_ASSESS,21,,,True
7942,下列关于热轧带肋钢筋的说法中，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_230fce055e052c3a_ASSESS,18,,,True
7943,下列关于建筑钢材拉伸性能的说法中，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_db211ab670a7eed9_ASSESS,20,,,True
7944,下列关于钢材中碳元素影响的说法，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_5a0dcaa22f8a1af4_ASSESS,19,,,True
7945,下列哪种水泥代号表示普通硅酸盐水泥？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_5e30f1429326e148_ASSESS,17,,,True
7946,下列关于水泥凝结时间的说法正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_4c635f185af91eaa_ASSESS,17,,,True
7947,下列哪种水泥最适合用于大体积混凝土工程？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_b0c7b042aee097b1_ASSESS,19,,,True
7948,关于混凝土用砂的颗粒级配，下列说法正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_fc8088ef04bbf714_ASSESS,20,,,True
7949,下列关于粗骨料最大粒径的说法，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_2dd04146cf48b4d8_ASSESS,18,,,True
7950,下列哪种材料属于活性矿物掺合料？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_33a278eb66729993_ASSESS,15,,,True
7951,下列哪项不是影响混凝土和易性的主要因素？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_6f21dce049f78a91_ASSESS,19,,,True
7952,C30混凝土的强度标准值范围是多少？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_82b005ccdb63c990_ASSESS,16,,,True
7953,下列关于混凝土强度等级的说法，正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_941c2867a45d4844_ASSESS,18,,,True
7954,下列关于混凝土外加剂的说法中，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_a09d4b44b1bfb579_ASSESS,18,,,True
7955,下列关于混凝土外加剂使用的说法中，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_f562827450031638_ASSESS,20,,,True
7956,下列关于烧结砖的说法中，正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_702bc3880573bf5a_ASSESS,15,,,True
7957,下列关于砌块的说法中，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_f1d83fc0fb4ee3d2_ASSESS,14,,,True
7958,下列关于砂浆强度等级的说法中，正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_71cf138e077fb2a3_ASSESS,18,,,True
7959,M10 砂浆适用于哪种砌体？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_f19bb6ab4614dc19_ASSESS,11,,,True
7960,下列哪种砂浆适用于蒸压灰砂普通砖砌体？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_f79ea2f264c6ae98_ASSESS,18,,,True
7961,含水饱和环境下，混凝土砌块的最低强度等级应为多少？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_84ceae2842eb53ba_ASSESS,23,,,True
7962,某建筑位于腐蚀性环境3类区域，应如何选择砌体材料？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_d6637b170bbe3c3e_ASSESS,23,,,True
7963,天然花岗石板材按表面加工程度可分为哪几类？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_1a70266273b0f986_ASSESS,20,,,True
7964,B类天然石材可用于哪些部位？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_01eb69a41f9a98c3_ASSESS,12,,,True
7965,镜面板材适用于哪些部位？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_c518d6b27848d022_ASSESS,11,,,True
7967,天然大理石板材的通用厚度是多少？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_27a3f2bbf0974157_ASSESS,15,,,True
7968,天然大理石常用于哪些场所？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_b5cfaffb9969b736_ASSESS,12,,,True
7969,下列哪种人造石材目前应用较多？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_b9b12e5eabfd0be9_ASSESS,14,,,True
7970,下列哪项属于低吸水率砖（Ⅰ类）？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_ee8d33f6683bdfe1_ASSESS,12,,,True
7971,下列哪种树属于软木材？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_4c3399dd882f4e16_ASSESS,10,,,True
7972,下列关于木材湿胀干缩的说法中，正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_2281ffe9f379be1c_ASSESS,18,,,True
7973,木材的顺纹抗拉强度与横纹抗拉强度相比如何？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_70f1f8c2d516f281_ASSESS,20,,,True
7974,关于实木地板的技术要求，以下说法正确的有？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_facb43b41c4cef1b_ASSESS,19,,,True
7975,某办公楼需要铺设地面，要求耐磨、易清洁、成本适中，请推荐合适的地板类型并说明理由。,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_bd29b279da42c7b9_ASSESS,36,,,True
7976,下列关于中密度纤维板的说法正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_005cd31d05b1eda3_ASSESS,17,,,True
7977,下列关于平板玻璃的说法中，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_718e044334bb9937_ASSESS,16,,,True
7978,下列关于钢化玻璃的说法中，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_731974ae9f8626f3_ASSESS,16,,,True
7979,下列关于防火玻璃的说法中，正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_70ac4902a51c7bc8_ASSESS,16,,,True
7980,下列关于夹层玻璃的说法中，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_3937ed5c1b258862_ASSESS,16,,,True
7981,下列关于着色玻璃的说法中，正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_cf7c80742cc4d1cf_ASSESS,16,,,True
7982,阳光控制镀膜玻璃安装时，膜层面应朝向？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_9c2861b0811c7f9d_ASSESS,17,,,True
7983,关于中空玻璃的特性，下列说法错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_581c9a10cac999cb_ASSESS,17,,,True
7984,下列关于建筑腻子的说法中，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_cb9fc8893bb84164_ASSESS,16,,,True
7985,下列哪项不属于复层涂料的常见类型？A. 单色型 B. 多彩型 C. 厚浆型 D. 水泥型,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_d0e67d33e3444876_ASSESS,28,,,True
7986,下列关于装饰不锈钢板的说法中，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_7aa5a788b2dabc53_ASSESS,18,,,True
7987,下列不属于彩色涂层钢板按基板类型分类的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_e47ec0c34d334629_ASSESS,20,,,True
7988,下列关于彩色压型钢板的说法中，正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_8217796f73d2dd5b_ASSESS,18,,,True
7989,下列不属于轻钢龙骨断面形状的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_e7137c489152512d_ASSESS,15,,,True
7990,下列关于铝质波纹板和压型板的说法，正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_089abf371751478f_ASSESS,20,,,True
7991,下列哪种材料不属于铝合金门窗的主要构成部分？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_6be121b6b3f3534d_ASSESS,21,,,True
7992,下列哪项不属于建筑功能材料？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_0be35e450b88ca9b_ASSESS,13,,,True
7993,下列哪种材料不属于柔性防水材料？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_f2f08f30561cb4ef_ASSESS,15,,,True
7994,下列哪种不属于改性沥青防水卷材？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_2d9da8a278e52cec_ASSESS,15,,,True
7995,SBS卷材最适合用于哪种环境？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_09ace768ce7f74d5_ASSESS,11,,,True
7996,下列哪种不属于高分子防水卷材？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_5873329e7045ee3c_ASSESS,14,,,True
7997,下列哪项不是防水卷材的性能指标？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_4a694f880d45058e_ASSESS,15,,,True
7998,下列哪种不属于防水涂料的分类方式？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_1270b4614bcacc06_ASSESS,16,,,True
7999,下列哪项不属于建筑密封材料的分类？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_f83ef7d3d02ecd38_ASSESS,16,,,True
8000,下列哪种防火涂料在高温下会膨胀发泡？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_bce157e7be4edd8d_ASSESS,17,,,True
8001,下列关于防火涂料的说法中，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_72c39c86b18d68f4_ASSESS,16,,,True
8002,下列关于影响保温材料导热系数的因素，说法正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_9cbb0c4992f88302_ASSESS,23,,,True
8003,下列关于岩棉、矿渣棉制品的说法中，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_5078fa88c315b015_ASSESS,19,,,True
8004,玻璃棉制品的主要用途不包括以下哪项？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_7320ae8f8a05940a_ASSESS,17,,,True
8005,中空玻璃微珠保温隔热材料的主要性能不包括以下哪项？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_829ff1d9dce84abb_ASSESS,24,,,True
8006,下列关于激光经纬仪的说法中，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_85b9c473c8e0955e_ASSESS,17,,,True
8007,下列哪项不是全站仪的基本组成部分？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_e1f91042fcbc1a06_ASSESS,16,,,True
8008,施工测量中，以下哪些属于基本工作？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_becdc2be75a2b685_ASSESS,15,,,True
8009,某大型建筑工地，如何合理建立施工控制网？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_23be3d7f4c6d65c8_ASSESS,18,,,True
8010,建筑物定位时，控制桩的作用是什么？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_0973f8c775257c71_ASSESS,15,,,True
8011,竣工图实测应在何种基础上进行？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_02d3e36f58c0e663_ASSESS,14,,,True
8012,已知长度测设中，若差值较大且点位落在桩外，应如何处理？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_791e379d01845bf0_ASSESS,24,,,True
8013,已知角度测设的关键是什么？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_99e79a255d344aff_ASSESS,12,,,True
8014,某建筑场地为方格网，应选用哪种平面位置测设方法？为什么？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_77788df3589ea00b_ASSESS,25,,,True
8015,在建筑物细部点高程测设中，若已知水准点 A 的高程为 $H_A$，后视读数为 $a$，待测点 B 的设计高程为 $H_B$，则前视读数 $b$ 应为多少？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_bba9ffc442663e80_ASSESS,45,,,True
8016,下列关于施工期间变形监测的说法，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_4eacfd0611733146_ASSESS,19,,,True
8017,关于民用高层建筑沉降观测频率，下列说法正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_aa1d6ed6a32d0b1a_ASSESS,22,,,True
8018,判断建筑沉降是否稳定的依据是什么？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_30e6d4f52b6dbac2_ASSESS,16,,,True
8019,主体结构封顶后水平位移观测频率是多少？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_8ce557c974cf2718_ASSESS,18,,,True
8020,倾斜观测的推荐频率是多少？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_cb4f9672da13cc28_ASSESS,12,,,True
8021,某基坑监测发现周边地面出现裂缝，应采取哪些措施？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_0a38dab0533c1328_ASSESS,22,,,True
8022,下列哪项不属于土的工程分类？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_e6962a5b13360486_ASSESS,13,,,True
8023,下列哪种土属于四类土？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_fa3039bdd5ddb664_ASSESS,10,,,True
8024,下列关于土的分类说法正确的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_a18917f76172b782_ASSESS,14,,,True
8025,某边坡土体内摩擦角为30°，若坡度为35°，是否稳定？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_cffbabe2799fdcf3_ASSESS,22,,,True
8026,下列关于土的物理力学性质的说法中，错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_c20df0909787d1a5_ASSESS,20,,,True
8027,某项目基坑开挖前，施工单位未提供岩土勘察报告，是否符合规定？请说明理由。,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_c3b435f2457d2fa4_ASSESS,32,,,True
8028,下列哪种支护方式适用于地下水位较低、深度不大的基坑？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_9a1e1ec86b7feec8_ASSESS,24,,,True
8029,关于灌注桩排桩支护的施工要求，下列说法错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_8bc4d2639ed44dad_ASSESS,22,,,True
8030,关于地下连续墙施工，下列说法错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_2ee7e58cb55740ec_ASSESS,17,,,True
8031,关于土钉墙施工，下列说法错误的是？,非案例题:教材自动生成考核题被误标 question_type=case_study,no_question_text,TEXTBOOK_ASSESSMENT,,AUTO_c5d0869b0d6941c6_ASSESS,15,,,True
